v4_formula_id,v4_line,v4_section,lhs,v4_formula_line,v5_formula_id,migration_status,decision,conflict_group,canonical_v4_line,notes
F0037_615,615,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,Liberation_gangue_overflow,"Liberation_gangue_overflow = clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)",,merged,duplicate_same_formula,no,1347,
F0037_617,617,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,F325_sand,"F325_sand = clip( (F325_feed-F325_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,F325_feed)",,merged,duplicate_same_formula,no,1348,
F0037_620,620,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,Liberation_fe_sand,"Liberation_fe_sand = clip( (Liberation_fe_feed-Liberation_fe_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,Liberation_fe_feed)",,merged,duplicate_same_formula,no,1349,
F0037_623,623,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,Liberation_gangue_sand,"Liberation_gangue_sand = clip( (Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,Liberation_gangue_feed)",,merged,duplicate_same_formula,no,1350,
F0037_627,627,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,T_slurry_overflow,"T_slurry_overflow = T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)",,merged,duplicate_same_formula,no,1351,
F0037_628,628,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,T_slurry_sand,"T_slurry_sand = T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)",,merged,duplicate_same_formula,no,1353,
F0038_634,634,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,inst_circ_load,"inst_circ_load=M_sand/max(M_overflow,eps)",,merged,duplicate_same_formula,no,1356,
F0038_635,635,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,circulating_load,"circulating_load=clip(inst_circ_load,0.0,5.0)",,merged,duplicate_same_formula,no,1357,
F0038_636,636,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,circulating_load_lag,"circulating_load_lag=delay(circulating_load,L_sand_control)",,merged,duplicate_same_formula,no,1323,
F0038_637,637,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,M_mill_water_in,M_mill_water_in=M_sand_water+Q_sand_water_phys*rho_water,,superseded,duplicate_conflict_executable_preferred,yes,1358,
F0038_638,638,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,C_mill,"C_mill=M_sand/max(M_sand+M_mill_water_in,eps)",,merged,duplicate_same_formula,no,1359,
F0038_639,639,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,WI_mill,WI_mill=WI_sand,,merged,duplicate_same_formula,no,1360,
F0038_641,641,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,grind_difficulty,grind_difficulty = kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_slurry-mu_ref) + kCL*(circulating_load-CL_ref),,superseded,duplicate_conflict_executable_preferred,yes,1363,
F0038_648,648,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,P_mech_ss,P_mech_ss=P_idle+P_media+kM*M_sand*(1+grind_difficulty),,merged,duplicate_same_formula,no,1369,
F0038_649,649,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,P_mech,"P_mech=ZOH(P_mech,clip(P_mech_ss,0,1.15*P_rated),tau_P)",,superseded,duplicate_conflict_executable_preferred,yes,1370,
F0038_650,650,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,I_tm,I_tm=P_mech/(sqrt(3)*V_motor*pf*eta),V5_0068,migrated,canonical_formula,no,650,
F0038_652,652,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,E_spec,"E_spec=P_mech/max(M_sand,eps)",,merged,duplicate_same_formula,no,1373,
F0038_653,653,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,F325_discharge_inst,"F325_discharge_inst=clip(F325_sand+kE*log1p(E_spec/max(WI_mill,eps))-k_over*f25,0,1)",,merged,duplicate_same_formula,no,1374,
F0038_654,654,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,Liberation_fe_discharge_inst,"Liberation_fe_discharge_inst = clip( Liberation_fe_sand + k_lib_fe*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_fe_sand), 0,1)",,merged,duplicate_same_formula,no,1375,
F0038_658,658,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,Liberation_gangue_discharge_inst,"Liberation_gangue_discharge_inst = clip( Liberation_gangue_sand + k_lib_g*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_gangue_sand), 0,1)",,merged,duplicate_same_formula,no,1376,
F0038_663,663,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,delta_T_mill,"delta_T_mill = P_mech*k_heat_conv/max(Q_pump*rho_slurry*Cp_slurry,eps)",,superseded,duplicate_conflict_executable_preferred,yes,1377,
F0038_664,664,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,T_slurry_discharge_inst,"T_slurry_discharge_inst = T_slurry_sand + delta_T_mill - k_cool_pipe*max(T_slurry_sand-T_amb,0)",,merged,duplicate_same_formula,no,1378,
F0038_669,669,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,F325_discharge,"F325_discharge=F325_discharge_prev+(dt/max(tau_mill_residence,eps))*(F325_discharge_inst-F325_discharge_prev)",,merged,duplicate_same_formula,no,1379,
F0038_670,670,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,Liberation_fe_discharge,"Liberation_fe_discharge=Liberation_fe_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_fe_discharge_inst-Liberation_fe_discharge_prev)",,merged,duplicate_same_formula,no,1380,
F0038_671,671,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,Liberation_gangue_discharge,"Liberation_gangue_discharge=Liberation_gangue_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_gangue_discharge_inst-Liberation_gangue_discharge_prev)",,merged,duplicate_same_formula,no,1381,
F0038_672,672,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,T_slurry_discharge,"T_slurry_discharge=T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)",,merged,duplicate_same_formula,no,1382,
F0038_673,673,6. 塔磨与旋流器因果模型 / 6.3 塔磨功耗和解离,WI_discharge,WI_discharge=WI_mill,,merged,duplicate_same_formula,no,1383,
F0041_723,723,7. 浮选因果模型 / 7.2 浮选前浓缩,dM_NT_solid/dt,dM_NT_solid/dt=M_in_solid-M_under_solid-M_over_solid,V5_0303,migrated,canonical_formula,no,723,
F0041_724,724,7. 浮选因果模型 / 7.2 浮选前浓缩,dV_NT_water/dt,dV_NT_water/dt=Q_in_water-Q_under_water-Q_over_water,V5_0307,migrated,canonical_formula,no,724,
F0041_725,725,7. 浮选因果模型 / 7.2 浮选前浓缩,L_NT,L_NT=(M_NT_solid/rho_solid_mix+V_NT_water)/A_NT,V5_0070,migrated,canonical_formula,no,725,
F0041_726,726,7. 浮选因果模型 / 7.2 浮选前浓缩,C_under_sp,"C_under_sp=clip(C_nom+Kbed*(L_NT-L_ref)+Kload*(M_in-M_ref),C_min,C_max)",V5_0009,migrated,canonical_formula,no,726,
F0041_727,727,7. 浮选因果模型 / 7.2 浮选前浓缩,C_under,"C_under=ZOH(C_under,C_under_sp,tau_C)",V5_0007,migrated,canonical_formula,no,727,
F0041_728,728,7. 浮选因果模型 / 7.2 浮选前浓缩,rho_under,"rho_under=rho_slurry(C_under,rho_solid_mix)",V5_0447,migrated,canonical_formula,no,728,
F0041_729,729,7. 浮选因果模型 / 7.2 浮选前浓缩,T_under,"T_under=T_NT_in-k_cool_NT*max(T_NT_in-T_amb,0)",V5_0230,migrated,canonical_formula,no,729,
F0041_730,730,7. 浮选因果模型 / 7.2 浮选前浓缩,mu_under,"mu_under=mu_slurry(C_under,clay,f25,r_sil,T_under)",V5_0423,migrated,canonical_formula,no,730,
F0041_731,731,7. 浮选因果模型 / 7.2 浮选前浓缩,I_NT,I_NT=I0+kM*M_solid+kmu*mu_under+kbed*bed_mass,V5_0055,migrated,canonical_formula,no,731,
F0043_746,746,7. 浮选因果模型 / 7.3 药剂控制,floatability_difficulty,floatability_difficulty = w_carb*r_carb + w_sil*r_sil + w_fine*f25 + w_coarse*(1-F325) + w_low_lib*(1-Liberation_gangue) + w_density*abs(C-C_opt) + w_clay*clay,,merged,duplicate_same_formula,no,1478,
F0043_755,755,7. 浮选因果模型 / 7.3 药剂控制,froth_error,froth_error = h_ref-h_froth_sensor,V5_0354,migrated,canonical_formula,no,755,
F0043_756,756,7. 浮选因果模型 / 7.3 药剂控制,selectivity_proxy,selectivity_proxy = q_pH*exp(-((pH-pH_opt)/sigma_pH)^2) + q_lib*Liberation_gangue - q_Ca*Ca2_effect - q_slime*f25,V5_0453,migrated,canonical_formula,no,756,
F0043_762,762,7. 浮选因果模型 / 7.3 药剂控制,dose_need_TD_rough,dose_need_TD_rough = d0_td_r + Kload_td*M_feed_solid + Kdiff_td*floatability_difficulty + Kfroth_td*froth_error + operator_trim_td + PRBS_TD,V5_0321,migrated,canonical_formula,no,762,
F0043_770,770,7. 浮选因果模型 / 7.3 药剂控制,dose_need_TD_clean,dose_need_TD_clean = d0_td_c + Kproxy_td*(quality_proxy_ref-quality_proxy_s) + Kdiff_clean*floatability_difficulty + operator_trim_td_clean,V5_0319,migrated,canonical_formula,no,770,
F0043_776,776,7. 浮选因果模型 / 7.3 药剂控制,dose_need_DF_K6,dose_need_DF_K6 = d0_k6 + Kslime_k6*f25 + Ksil_k6*r_sil + Kcarb_k6*r_carb + Kselect_k6*(selectivity_ref-selectivity_proxy),V5_0317,migrated,canonical_formula,no,776,
F0043_783,783,7. 浮选因果模型 / 7.3 药剂控制,f_j_sp,"f_j_sp=dose_to_freq(dose_need_j,M_feed_solid)",V5_0339,migrated,canonical_formula,no,783,
F0043_784,784,7. 浮选因果模型 / 7.3 药剂控制,f_j,"f_j=sat_act(f_j_sp,f_min_j,f_max_j,tau_j)",V5_0338,migrated,canonical_formula,no,784,
F0043_785,785,7. 浮选因果模型 / 7.3 药剂控制,Q_j_ml_s,"Q_j_ml_s=max(k_pump_j*f_j*health_j+noise,0)",V5_0179,migrated,canonical_formula,no,785,
F0043_786,786,7. 浮选因果模型 / 7.3 药剂控制,dose_j_kg_t,"dose_j_kg_t=Q_j_ml_s*3.6*rho_j_kg_L*active_j/max(M_feed_solid_tph,eps)",V5_0316,migrated,canonical_formula,no,786,
F0045_802,802,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,pH_sp,"pH_sp=clip(pH_nom + Kcarb_sp*(r_carb-r_carb_ref) + Ksil_sp*(r_sil-r_sil_ref) + operator_trim_pH + PRBS_pH, pH_min,pH_max)",V5_0432,migrated,canonical_formula,no,802,
F0045_809,809,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,dose_need_naoh,dose_need_naoh=d0_naoh+Kp_pH*(pH_sp-pH_sensor)+Kbuf_naoh*buffer_capacity+Kflow_naoh*M_feed_solid,V5_0325,migrated,canonical_formula,no,809,
F0045_810,810,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,dose_need_cao,dose_need_cao=d0_cao+Kcarb_cao*r_carb+Ksil_cao*r_sil+Kbuf_cao*buffer_capacity,V5_0323,migrated,canonical_formula,no,810,
F0045_812,812,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,OH_effect,OH_effect=k_naoh_oh*dose_naoh_kg_t+k_cao_oh*dose_cao_kg_t,V5_0124,migrated,canonical_formula,no,812,
F0045_813,813,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,Ca2_effect,Ca2_effect=k_cao_ca*dose_cao_kg_t,V5_0011,migrated,canonical_formula,no,813,
F0045_814,814,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,pH_ss,"pH_ss=pH_base+k_pH*log1p(OH_effect/max(buffer_capacity,eps))",V5_0434,migrated,canonical_formula,no,814,
F0045_815,815,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,pH,"pH=ZOH(pH,pH_ss,tau_pH)+process_noise",V5_0430,migrated,canonical_formula,no,815,
F0045_817,817,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,E_Ca2_sil,E_Ca2_sil=1+a_Ca_sil*sigmoid((Ca2_effect-Ca_sil0)/s_Ca_sil),V5_0015,migrated,canonical_formula,no,817,
F0045_818,818,7. 浮选因果模型 / 7.4 NaOH/CaO/pH/Ca2+,E_Ca2_carb,E_Ca2_carb=1+a_Ca_carb*sigmoid((Ca2_effect-Ca_carb0)/s_Ca_carb),V5_0014,migrated,canonical_formula,no,818,
F0047_832,832,7. 浮选因果模型 / 7.5 气量和泡沫控制,hydrophobic_load,hydrophobic_load = M_froth_gangue + M_froth_fe_sil + M_froth_fe_carb + k_fe_froth*(M_froth_fe_mag+M_froth_fe_hem),V5_0398,migrated,canonical_formula,no,832,
F0047_838,838,7. 浮选因果模型 / 7.5 气量和泡沫控制,Q_air_sp,"Q_air_sp=clip(Q_air_nom + Kh*(h_ref-h_froth_sensor) + Kload*(M_feed_solid-M_ref) + Khydro*(hydrophobic_load-hydro_ref) + Kdensity*(C-C_ref) + operator_trim_air + PRBS_air, Q_air_min,Q_air_max)",V5_0151,migrated,canonical_formula,no,838,
F0047_847,847,7. 浮选因果模型 / 7.5 气量和泡沫控制,u_bv,"u_bv=sat_act(valve_from_air_sp(Q_air_sp,P_blower,P_cell),0.1,0.9,tau_bv)",V5_0475,migrated,canonical_formula,no,847,
F0047_848,848,7. 浮选因果模型 / 7.5 气量和泡沫控制,Q_air,"Q_air=C_orifice*u_bv*sqrt(max(P_blower-P_cell,0))",V5_0150,migrated,canonical_formula,no,848,
F0048_854,854,7. 浮选因果模型 / 7.5 气量和泡沫控制,scraper_speed,"scraper_speed = clip( scraper_nom+K_scrape_P*max(h_froth-h_scrape_ref,0), speed_min,speed_max)",V5_0451,migrated,canonical_formula,no,854,
F0048_858,858,7. 浮选因果模型 / 7.5 气量和泡沫控制,froth_stability,froth_stability = s0 + s_TD*dose_TD + s_K6*dose_DF_K6 + s_f25*f25 + s_C*C + s_Ca*Ca2_effect + s_lib*Liberation_gangue + s_clay*clay,V5_0359,migrated,canonical_formula,no,858,
F0048_868,868,7. 浮选因果模型 / 7.5 气量和泡沫控制,h_ss,"h_ss=k_h*Q_air*hydrophobic_load*froth_stability/max(k_collapse+k_scrape*scraper_speed,eps)",V5_0395,migrated,canonical_formula,no,868,
F0048_869,869,7. 浮选因果模型 / 7.5 气量和泡沫控制,h_froth,"h_froth=ZOH(h_froth,clip(h_ss,0,h_max),tau_froth)",V5_0393,migrated,canonical_formula,no,869,
F0049_875,875,7. 浮选因果模型 / 7.5 气量和泡沫控制,fx_s{s}_{c}_froth_h,fx_s{s}_{c}_froth_h =,,dropped,non_executable_or_block_header,no,,Dropped from formula CSV; prose/source record remains in V4.
F0049_876,876,7. 浮选因果模型 / 7.5 气量和泡沫控制,"ifevent_froth_fault_{s,c}","if event_froth_fault_{s,c}=1: fault_value else: 按第 10.4 节 `h_froth -> x_lpf -> x_dcs` 展开",,dropped,non_executable_or_block_header,no,,Dropped from formula CSV; prose/source record remains in V4.
F0050_888,888,7. 浮选因果模型 / 7.6 液位、流量、停留时间,gas_holdup,"gas_holdup=clip(k_gas*Q_air*(1+k_mu_gas*max(mu_slurry-mu_ref,0)),0,gas_holdup_max)",V5_0388,migrated,canonical_formula,no,888,
F0050_889,889,7. 浮选因果模型 / 7.6 液位、流量、停留时间,L_cell_aerated,"L_cell_aerated=L_cell/max(1-gas_holdup,eps)",V5_0072,migrated,canonical_formula,no,889,
F0050_890,890,7. 浮选因果模型 / 7.6 液位、流量、停留时间,u_lv_sp,"u_lv_sp=clip(u0+Kp_L*(L_sp-L_cell_aerated_lag)+Ki_L*int(L_sp-L_cell_aerated_lag),0,1)",V5_0482,migrated,canonical_formula,no,890,
F0050_891,891,7. 浮选因果模型 / 7.6 液位、流量、停留时间,u_lv_fb,"u_lv_fb=sat_act(u_lv_sp,0,1,tau_lv)",V5_0480,migrated,canonical_formula,no,891,
F0050_892,892,7. 浮选因果模型 / 7.6 液位、流量、停留时间,Q_out_cell,"Q_out_cell=Cv_lv*u_lv_fb*sqrt(max(L_cell,0))",V5_0182,migrated,canonical_formula,no,892,
F0050_893,893,7. 浮选因果模型 / 7.6 液位、流量、停留时间,V_pulp_actual,"V_pulp_actual=A_cell*max(L_cell,0)",V5_0233,migrated,canonical_formula,no,893,
F0050_894,894,7. 浮选因果模型 / 7.6 液位、流量、停留时间,tau_stage_h,"tau_stage_h=V_pulp_actual/max(Q_out_cell,eps)",V5_0471,migrated,canonical_formula,no,894,
F0050_895,895,7. 浮选因果模型 / 7.6 液位、流量、停留时间,Q_froth_cell,"Q_froth_cell = sum_j(froth_j)/max(rho_froth_mix,eps)",V5_0163,migrated,canonical_formula,no,895,
F0050_896,896,7. 浮选因果模型 / 7.6 液位、流量、停留时间,dL_cell/dt,dL_cell/dt=(Q_in_cell-Q_out_cell-Q_froth_cell)/A_cell,V5_0296,migrated,canonical_formula,no,896,
F0052_912,912,7. 浮选因果模型 / 7.7 浮选速率和组分分流,entrainment_factor,"entrainment_factor = e0 + e_f25*f25 + e_clay*clay + e_C*C + e_mu*max(mu_slurry-mu_ref,0)",V5_0333,migrated,canonical_formula,no,912,
F0052_919,919,7. 浮选因果模型 / 7.7 浮选速率和组分分流,dose_TD_effective,"dose_TD_effective=dose_TD_effective_prev+(dt/max(tau_adsorption_TD,eps))*(dose_TD-dose_TD_effective_prev)",V5_0314,migrated,canonical_formula,no,919,
F0052_920,920,7. 浮选因果模型 / 7.7 浮选速率和组分分流,dose_DF_K6_effective,"dose_DF_K6_effective=dose_DF_K6_effective_prev+(dt/max(tau_adsorption_K6,eps))*(dose_DF_K6-dose_DF_K6_effective_prev)",V5_0312,migrated,canonical_formula,no,920,
F0052_922,922,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_collector,E_collector=sigmoid(a1*(dose_TD_effective-dose_low))*sigmoid(a2*(dose_high-dose_TD_effective)),V5_0018,migrated,canonical_formula,no,922,
F0052_923,923,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_depressant,E_depressant=sigmoid(kK6*(dose_DF_K6_effective-dose_K6_ref)),V5_0022,migrated,canonical_formula,no,923,
F0052_924,924,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_pH,E_pH=exp(-((pH-pH_opt)/sigma_pH)^2),V5_0029,migrated,canonical_formula,no,924,
F0052_925,925,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_air,E_air=sigmoid(k1*(Q_air-Q_low))*sigmoid(k2*(Q_high-Q_air)),V5_0016,migrated,canonical_formula,no,925,
F0052_926,926,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_density,E_density=exp(-((C-C_opt)/sigma_C)^2),V5_0020,migrated,canonical_formula,no,926,
F0052_927,927,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_size,E_size=sigmoid(k_size*(F325-F325_min)),V5_0033,migrated,canonical_formula,no,927,
F0052_928,928,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_lib_g,E_lib_g=0.25+0.75*Liberation_gangue,V5_0025,migrated,canonical_formula,no,928,
F0052_929,929,7. 浮选因果模型 / 7.7 浮选速率和组分分流,E_mu,E_mu=exp(-k_mu_float*(mu_slurry-mu_ref)),V5_0027,migrated,canonical_formula,no,929,
F0052_931,931,7. 浮选因果模型 / 7.7 浮选速率和组分分流,k_float_gangue,k_float_gangue=k0_g*E_collector*E_pH*E_air*E_density*E_size*E_lib_g*E_mu,V5_0408,migrated,canonical_formula,no,931,
F0052_932,932,7. 浮选因果模型 / 7.7 浮选速率和组分分流,k_float_sil,k_float_sil=k_float_gangue*(1+a_sil*r_sil)*E_Ca2_sil,V5_0410,migrated,canonical_formula,no,932,
F0052_933,933,7. 浮选因果模型 / 7.7 浮选速率和组分分流,k_float_carb,k_float_carb=k_float_gangue*(1+a_carb*r_carb)*E_Ca2_carb,V5_0402,migrated,canonical_formula,no,933,
F0052_934,934,7. 浮选因果模型 / 7.7 浮选速率和组分分流,k_float_fe_mag,k_float_fe_mag=k0_mag*(1-E_depressant)*entrainment_factor,V5_0406,migrated,canonical_formula,no,934,
F0052_935,935,7. 浮选因果模型 / 7.7 浮选速率和组分分流,k_float_fe_hem,k_float_fe_hem=k0_hem*(1-E_depressant)*entrainment_factor,V5_0404,migrated,canonical_formula,no,935,
F0052_937,937,7. 浮选因果模型 / 7.7 浮选速率和组分分流,lip_clearance,lip_clearance=L_cell+h_froth-H_lip_reference,V5_0416,migrated,canonical_formula,no,937,
F0052_938,938,7. 浮选因果模型 / 7.7 浮选速率和组分分流,R_froth_zone,"R_froth_zone=clip( sigmoid(k_lip*lip_clearance)*h_froth/max(h_froth_target,eps), 0,1)",V5_0198,migrated,canonical_formula,no,938,
F0052_942,942,7. 浮选因果模型 / 7.7 浮选速率和组分分流,grade_cell_j,"grade_cell_j=M_cell_j_prev/max(M_cell_solid_prev,eps)",V5_0390,migrated,canonical_formula,no,942,
F0052_943,943,7. 浮选因果模型 / 7.7 浮选速率和组分分流,Q_out_solid,Q_out_solid=Q_out_cell*rho_slurry*C,V5_0184,migrated,canonical_formula,no,943,
F0052_944,944,7. 浮选因果模型 / 7.7 浮选速率和组分分流,R_j,"R_j=clip(1-exp(-k_float_j*tau_stage_h),0,Rmax_j)*R_froth_zone",V5_0201,migrated,canonical_formula,no,944,
F0052_945,945,7. 浮选因果模型 / 7.7 浮选速率和组分分流,froth_j_rate,"froth_j_rate=R_j*M_cell_j_prev/max(tau_stage_h,eps)+entrainment_j_rate",V5_0356,migrated,canonical_formula,no,945,
F0052_946,946,7. 浮选因果模型 / 7.7 浮选速率和组分分流,tail_j_rate,tail_j_rate=Q_out_solid*grade_cell_j,V5_0466,migrated,canonical_formula,no,946,
F0052_947,947,7. 浮选因果模型 / 7.7 浮选速率和组分分流,dM_cell_j/dt,dM_cell_j/dt=feed_j_rate-froth_j_rate-tail_j_rate,V5_0305,migrated,canonical_formula,no,947,
F0052_948,948,7. 浮选因果模型 / 7.7 浮选速率和组分分流,M_cell_j,M_cell_j=M_cell_j_prev+dt*dM_cell_j/dt,V5_0099,migrated,canonical_formula,no,948,
F0052_950,950,7. 浮选因果模型 / 7.7 浮选速率和组分分流,froth_j,froth_j=froth_j_rate*dt,V5_0355,migrated,canonical_formula,no,950,
F0052_951,951,7. 浮选因果模型 / 7.7 浮选速率和组分分流,tail_or_conc_j,tail_or_conc_j=tail_j_rate*dt,V5_0469,migrated,canonical_formula,no,951,
F0053_957,957,7. 浮选因果模型 / 7.7 浮选速率和组分分流,rougher_feed,rougher_feed=flo_feed+cleaner_tail_prev+scav1_conc_prev,V5_0449,migrated,canonical_formula,no,957,
F0054_973,973,7. 浮选因果模型 / 7.7 浮选速率和组分分流,y_fx_xin_s_true,y_fx_xin_s_true=TFe(final_conc_s),V5_0501,migrated,canonical_formula,no,973,
F0054_974,974,7. 浮选因果模型 / 7.7 浮选速率和组分分流,y_fx_xin_s,"y_fx_xin_s=clip(y_fx_xin_s_true+N(0,sigma_y),0,1)",V5_0500,migrated,canonical_formula,no,974,
F0055_1038,1038,8. 过程化验设计 / ,lab_sample,"lab_sample=100*true_value_at_sample_point+N(0,sigma_sampling)+N(0,sigma_assay)",V5_0412,migrated,canonical_formula,no,1038,
F0055_1039,1039,8. 过程化验设计 / ,report_time,report_time=sample_time+report_delay,V5_0439,migrated,canonical_formula,no,1039,
F0055_1041,1041,8. 过程化验设计 / ,lab_var,lab_var=NaN,V5_0413,migrated,canonical_formula,no,1041,
F0059_1097,1097,9. 特征目录 / ,allowed_upstream_lab,allowed_upstream_lab = boundary lab + magnetic lab + tower-mill lab + lab_flo_feed_* with report_time <= prediction_time,,dropped,non_executable_or_block_header,no,,Dropped from formula CSV; prose/source record remains in V4.
F0059_1101,1101,9. 特征目录 / ,forbidden,forbidden = y_fx_xin* _x_* lab_flo_conc/tail/rough/clean/scav/final_* any current unreported lab,,dropped,non_executable_or_block_header,no,,Dropped from formula CSV; prose/source record remains in V4.
F0060_1111,1111,9. 特征目录 / ,y_fx_xin1,y_fx_xin1=0.67 表示 67%,V5_0499,migrated,canonical_formula,no,1111,
F0061_1121,1121,10. DCS 具体生成公式和代理防护 / ,x_phys,x_phys = f(allowed_parents),V5_0498,migrated,canonical_formula,no,1121,
F0061_1124,1124,10. DCS 具体生成公式和代理防护 / ,ifevent_fault,if event_fault=1: x_dcs(t)=fault_value,,dropped,non_executable_or_block_header,no,,Dropped from formula CSV; prose/source record remains in V4.
F0062_1130,1130,10. DCS 具体生成公式和代理防护 / ,agg_tm_motor_current,agg_tm_motor_current = meas(I_tm_phys),,merged,duplicate_same_formula,no,1420,
F0066_1185,1185,10. DCS 具体生成公式和代理防护 / 10.1 显著目标代理禁止规则,online_load_proxy,"online_load_proxy = standardized(tm_motor_current_lag, cyclone_pressure_lag, feed_flow_lag)",V5_0428,migrated,canonical_formula,no,1185,
F0066_1186,1186,10. DCS 具体生成公式和代理防护 / 10.1 显著目标代理禁止规则,online_froth_proxy,"online_froth_proxy = standardized(froth_h_lag, air_flow_lag, reagent_freq_lag)",V5_0427,migrated,canonical_formula,no,1186,
F0069_1207,1207,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,magnetic_difficulty,"magnetic_difficulty = w_low_mag*clip(r_mag_ref-r_mag,0,1) + w_low_lib*(1-Liberation_fe) + w_coarse*(1-F200) + w_load*(Q_feed-Q_ref)/max(Q_ref,eps) + w_harmful*(r_carb+r_sil)",V5_0418,migrated,canonical_formula,yes,1207,
F0069_1214,1214,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,I_exc_sp,"I_exc_sp = clip(I_nom+Kdiff_I*magnetic_difficulty-Kmag_I*(r_mag-r_mag_ref)+operator_trim_I+PRBS_mag_I,I_min,I_max)",V5_0061,migrated,canonical_formula,no,1214,
F0069_1215,1215,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,I_exc,I_exc = I_exc_sp+(I_exc_prev-I_exc_sp)*exp(-dt/tau_exc_act),V5_0060,migrated,canonical_formula,yes,1215,
F0069_1217,1217,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,R_coil,R_coil = R0_coil*(1+alpha_Cu*(T_coil-T_ref)),V5_0197,migrated,canonical_formula,no,1217,
F0069_1218,1218,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,V_exc_phys,V_exc_phys = R_coil*I_exc,V5_0232,migrated,canonical_formula,no,1218,
F0069_1219,1219,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,P_coil_loss,P_coil_loss = I_exc^2*R_coil,V5_0135,migrated,canonical_formula,no,1219,
F0069_1220,1220,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_cooling_water,"Q_cooling_water = k_pipe_cooling*sqrt(max(water_pressure,0))",V5_0158,migrated,canonical_formula,no,1220,
F0069_1221,1221,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,T_coil_ss,T_coil_ss = T_amb + k_loss_coil*P_coil_loss - k_cool_coil*Q_cooling_water,V5_0211,migrated,canonical_formula,no,1221,
